"","Open","High","Low","Close","Volume"
"2013-07-16",41.939999,42.049999,41.400002,41.84,3897400
"2013-07-17",42,42.740002,41.73,42.709999,4606300
"2013-07-18",42.549999,43,41.540001,41.900002,5920400
"2013-07-19",41.849998,42.75,41.700001,42.5,6078500
"2013-07-22",42.5,42.52,41.84,42.040001,3133800
"2013-07-23",42.130001,43.16,42.009998,42.540001,4638200
"2013-07-24",43.009998,43.529999,41.950001,42.009998,6022200
"2013-07-25",42.119999,43.470001,42.060001,43.220001,5236900
"2013-07-26",42.970001,43.330002,42.279999,43.220001,2733000
"2013-07-29",43.16,43.43,42.509998,43.310001,3087200
"2013-07-30",43.59,44.419998,43.52,43.990002,4357900
"2013-07-31",43.959999,44.290001,43.650002,43.75,3263200
"2013-08-01",44.169998,45.599998,44.150002,45.139999,5479000
"2013-08-02",44.970001,45.599998,44.93,45.52,3494500
"2013-08-05",45.310001,46.099998,45.25,45.689999,2620900
"2013-08-06",45.380001,45.650002,44.900002,45.419998,2750300
"2013-08-07",45.200001,45.200001,44.189999,44.919998,3000300
"2013-08-08",45.200001,45.689999,44.970001,45.240002,3400700
"2013-08-09",45.23,45.580002,44.860001,45.209999,2543800
"2013-08-12",45.139999,45.68,45.060001,45.389999,2862900
"2013-08-13",45.360001,45.5,44.5,45.07,3644600
"2013-08-14",45.099998,45.25,44.189999,44.66,3741400
"2013-08-15",44.110001,44.18,42.860001,43.599998,5910700
"2013-08-16",43.529999,44.110001,43.470001,43.830002,4073400
"2013-08-19",43.799999,44.169998,43.349998,43.439999,3482000
"2013-08-20",43.43,43.860001,43.02,43.389999,3571400
"2013-08-21",43.43,44.150002,43.240002,43.5,5379900
"2013-08-22",43.75,43.959999,43.5,43.75,2964900
"2013-08-23",43.150002,43.73,43,43.59,4312800
"2013-08-26",43.16,43.84,43.150002,43.400002,5731000
"2013-08-27",42.919998,42.98,42.330002,42.459999,5589800
"2013-08-28",42.450001,43.25,42.380001,42.779999,5877500
"2013-08-29",42.360001,43.98,42.110001,43.650002,13186500
"2013-08-30",47.669998,49.939999,47.380001,49.130001,31862700
"2013-09-03",49.459999,50.150002,49.130001,49.580002,10222700
"2013-09-04",48.810001,49.25,48.299999,48.77,8027400
"2013-09-05",48.459999,49.119999,48.369999,48.599998,5991900
"2013-09-06",48.689999,49.25,48.02,48.470001,5185300
"2013-09-09",48.599998,49.200001,48.540001,49.200001,5220300
"2013-09-10",49.450001,50.080002,49.349998,50.02,5138200
"2013-09-11",49.790001,50.419998,49.490002,49.880001,4309400
"2013-09-12",49.830002,50.599998,49.400002,49.959999,3839600
"2013-09-13",49.919998,50.09,49.18,49.639999,3350800
"2013-09-16",50.200001,50.459999,49.490002,49.650002,3347600
"2013-09-17",49.849998,50.470001,49.700001,49.900002,3167000
"2013-09-18",49.93,52.57,49.869999,52.490002,10464300
"2013-09-19",52.66,54.25,52.66,53.380001,6897600
"2013-09-20",53.5,54.02,52.75,52.759998,6106400
"2013-09-23",52.830002,53.650002,51.889999,52.349998,4339300
"2013-09-24",52.169998,52.73,51.709999,52.139999,2979400
"2013-09-25",52.049999,53.16,52,52.470001,4045800
"2013-09-26",52.860001,53.939999,52.849998,53.32,4141300
"2013-09-27",53.029999,53.09,52.310001,52.43,3948100
"2013-09-30",51.139999,52.25,50.759998,51.91,5051500
"2013-10-01",52.139999,52.82,51.93,52.630001,3753300
"2013-10-02",52.25,53.150002,52.040001,53.150002,3207700
"2013-10-03",53.02,53.34,51.709999,52,3089100
"2013-10-04",52.240002,53.369999,52.080002,52.830002,3600800
"2013-10-07",52.419998,53.200001,52.02,52.16,2974800
"2013-10-08",52.549999,52.82,49.5,50.139999,5746200
"2013-10-09",50.259998,50.5,48.700001,49.91,4749700
"2013-10-10",50.200001,51.77,50.110001,51.540001,4789800
"2013-10-11",51.540001,51.880001,50.900002,51.07,2614300
"2013-10-14",50.509998,51.209999,49.970001,51.169998,3866500
"2013-10-15",51.119999,51.529999,50.599998,50.720001,3661500
"2013-10-16",50.98,52.93,50.98,52.580002,5546400
"2013-10-17",52.5,53.099998,52.25,53.009998,3001700
"2013-10-18",53.509998,54.150002,53.310001,54.099998,4548400
"2013-10-21",56.150002,56.240002,54.73,55.099998,4200400
"2013-10-22",55.369999,55.5,53.009998,54.279999,5078500
"2013-10-23",53.950001,54.040001,52.98,53.34,2532500
"2013-10-24",53.75,54.540001,53.639999,54.380001,3193100
"2013-10-25",54.549999,54.889999,53.650002,54.560001,2715100
"2013-10-28",54.560001,54.810001,52.200001,53.490002,4450100
"2013-10-29",53.75,54.09,52.799999,53.700001,3553400
"2013-10-30",53.830002,54.110001,52.619999,52.790001,4280300
"2013-10-31",52.790001,53.709999,52.509998,53.360001,3504400
"2013-11-01",53.540001,54.630001,53.540001,53.959999,4330500
"2013-11-04",54.5,55.669998,54.150002,55.580002,4889200
"2013-11-05",55.400002,55.709999,54.849998,55.689999,4262000
"2013-11-06",55.91,55.950001,54.66,55.23,4634200
"2013-11-07",55.91,57.240002,54.200001,54.349998,6338600
"2013-11-08",54.349998,55.549999,54.349998,55.490002,4167400
"2013-11-11",55.68,56.139999,55.040001,56.119999,3391900
"2013-11-12",56.130001,57.5,55.959999,56.709999,6072000
"2013-11-13",56.759998,57.759998,56.650002,57.209999,4583700
"2013-11-14",57.09,57.689999,56.740002,56.990002,4850200
"2013-11-15",57.389999,57.889999,56.77,57.310001,5295000
"2013-11-18",58.200001,58.369999,55.209999,55.509998,15146000
"2013-11-19",55.369999,55.369999,52.549999,52.740002,16325400
"2013-11-20",53.459999,54.799999,53.330002,53.610001,7664600
"2013-11-21",53.869999,54.509998,53.75,54.439999,5691100
"2013-11-22",54.650002,55.09,54.5,54.689999,3344800
"2013-11-25",53.77,54.139999,51.849998,52.75,8399600
"2013-11-26",52.560001,53.139999,52,52.299999,5694000
"2013-11-27",52.630001,52.900002,51.880001,52.709999,3770700
"2013-11-29",51.119999,52.599998,50.990002,52.09,5635300
"2013-12-02",52.009998,52.290001,51.299999,51.560001,4235400
"2013-12-03",51.189999,51.799999,51.040001,51.630001,3832700
"2013-12-04",51.400002,52.619999,51.349998,52.27,4090700
"2013-12-05",52.189999,53.150002,52.009998,53.049999,4855500
"2013-12-06",53.68,54.150002,53.23,53.880001,4570100
"2013-12-09",53.619999,54.009998,52.93,53.68,3173600
"2013-12-10",53.98,54.540001,53.66,53.720001,3986400
"2013-12-11",53.299999,53.48,51.200001,51.43,6996000
"2013-12-12",51.220001,51.619999,50.290001,50.98,5813800
"2013-12-13",51.34,51.799999,50.759998,51.130001,4452300
"2013-12-16",50.720001,51.23,50.119999,51.16,6554600
"2013-12-17",51.299999,52.450001,50.799999,52.220001,6232700
"2013-12-18",52.389999,53.41,51.720001,53.360001,5557300
"2013-12-19",53.290001,53.950001,52.740002,53.07,3597900
"2013-12-20",53.18,54.209999,53.16,53.720001,5795000
"2013-12-23",54.150002,54.75,53.849998,54.580002,4289500
"2013-12-24",54.48,54.970001,54.450001,54.799999,1327500
"2013-12-26",54.880001,55.169998,54.529999,54.849998,1985400
"2013-12-27",54.900002,54.939999,54.330002,54.450001,1837300
"2013-12-30",54.27,55.240002,53.970001,55.169998,3743400
"2013-12-31",55.139999,55.549999,54.860001,55.189999,3101700
"2014-01-02",55.200001,55.209999,54.41,54.860001,2730200
"2014-01-03",54.93,55.389999,54.52,55.119999,1968700
"2014-01-06",55.200001,55.240002,54.029999,54.23,2532700
"2014-01-07",54.43,55.119999,54.290001,54.950001,2787200
"2014-01-08",55.189999,57.130001,54.759998,56.939999,7036900
"2014-01-09",57.009998,57.009998,55.650002,56.290001,4968100
"2014-01-10",56.52,57.040001,55.810001,56.950001,3517500
"2014-01-13",56.970001,57.369999,55.860001,56.209999,5306500
"2014-01-14",56.209999,57.68,55.650002,57.509998,4924600
"2014-01-15",57.5,59.849998,57.470001,59.720001,8745500
"2014-01-16",59.490002,59.650002,58.849998,59.209999,5644800
"2014-01-17",59.259998,59.91,58.849998,59.860001,4333300
"2014-01-21",60.27,61.07,59.650002,60.950001,6130800
"2014-01-22",60.990002,61.450001,60.5,61.139999,3515900
"2014-01-23",60.080002,60.150002,58.919998,60.080002,4875700
"2014-01-24",59.48,59.560001,58.25,58.400002,4803500
"2014-01-27",58.509998,58.669998,56.950001,57.080002,5136700
"2014-01-28",57.599998,59.43,57.279999,59.369999,5534700
"2014-01-29",58.560001,59.220001,57.790001,57.959999,4077800
"2014-01-30",59.040001,61.490002,58.709999,60.970001,5946200
"2014-01-31",60.029999,61.259998,60,60.529999,4612200
"2014-02-03",61.099998,61.200001,58.07,58.470001,5450000
"2014-02-04",59.419998,61.349998,59.060001,60.959999,5948100
"2014-02-05",60.57,61.880001,59.759998,61.630001,4860800
"2014-02-06",61.849998,62.75,61.099998,61.700001,5180000
"2014-02-07",62.060001,62.669998,61.220001,61.549999,7537900
"2014-02-10",61.580002,61.700001,60.639999,61.040001,5846400
"2014-02-11",61.25,61.799999,61.150002,61.23,6376300
"2014-02-12",61.549999,61.860001,61.099998,61.48,4786500
"2014-02-13",61.189999,63.32,61.18,63.130001,4760400
"2014-02-14",63.470001,63.540001,62.400002,62.799999,3654800
"2014-02-18",63.330002,63.939999,62.290001,63.73,3780100
"2014-02-19",63.360001,63.959999,62.849998,63.02,4929600
"2014-02-20",63.209999,63.25,61.990002,63.009998,5738900
"2014-02-21",63.349998,64.650002,63.349998,63.59,5516500
"2014-02-24",62.75,64.330002,61.799999,63.91,5698600
"2014-02-25",63.919998,64,63.290001,63.66,4895500
"2014-02-26",63.779999,64.739998,62.689999,63.740002,7285700
"2014-02-27",63.52,66.349998,63.509998,66.220001,9345800
"2014-02-28",66.040001,67,60.970001,62.369999,18892500
"2014-03-03",60.650002,61.709999,59.82,61.490002,9303400
"2014-03-04",62.18,63.369999,62.009998,63.07,7927200
"2014-03-05",63.07,63.75,62.939999,63.68,5464400
"2014-03-06",63.75,63.869999,62.73,63.139999,3958800
"2014-03-07",63.200001,63.360001,59.73,60.740002,11239300
"2014-03-10",60.740002,60.98,59.580002,59.779999,6012000
"2014-03-11",59.990002,62.360001,59.52,61.02,9907300
"2014-03-12",60.400002,61.529999,59.639999,61.52,5573400
"2014-03-13",61.799999,62.169998,58.419998,59.060001,9256600
"2014-03-14",58.990002,59.290001,57.610001,58.16,6782900
"2014-03-17",58.610001,59.27,58.02,58.32,6285200
"2014-03-18",58.490002,59.630001,57.98,59.630001,6019300
"2014-03-19",59.459999,59.799999,57.919998,58.43,4918600
"2014-03-20",58.349998,59.380001,57.759998,59.119999,4708400
"2014-03-21",59.740002,59.91,56.77,57.029999,10227600
"2014-03-24",57.509998,57.549999,55.669998,56.360001,6299000
"2014-03-25",56.810001,58.099998,55.259998,56.650002,7581100
"2014-03-26",57.080002,57.209999,55.139999,55.209999,6485400
"2014-03-27",55,56.66,53.860001,55.970001,6206100
"2014-03-28",56.07,56.939999,55.59,55.75,5109500
"2014-03-31",56.169998,57.18,56.139999,57.09,6520600
"2014-04-01",57.610001,58.889999,57.599998,58.799999,5356600
"2014-04-02",59.049999,59.349998,57.709999,58.150002,4799700
"2014-04-03",58.07,58.240002,55.540001,55.740002,6053200
"2014-04-04",56.25,56.610001,54.049999,54.41,6496700
"2014-04-07",54.139999,55.509998,53.07,53.970001,6017700
"2014-04-08",54.18,55.52,53.119999,55.209999,8810300
"2014-04-09",55.759998,57.099998,55.290001,56.950001,7376700
"2014-04-10",56.950001,57.080002,54.23,54.549999,10912100
"2014-04-11",53.82,54.5,52.759998,52.869999,6425100
"2014-04-14",53.490002,54.759998,53.080002,53.779999,4860500
"2014-04-15",53.950001,55.380001,52.880001,55.23,6137700
"2014-04-16",55.959999,56.080002,54.509998,55.98,4516800
"2014-04-17",55.709999,56.439999,55.099998,56.099998,3817000
"2014-04-21",56.080002,56.490002,55.389999,56.110001,3009500
"2014-04-22",56.02,57.400002,55.950001,57.080002,4662900
"2014-04-23",56.52,56.619999,55.080002,55.639999,4229200
"2014-04-24",56.279999,56.599998,53.169998,54.73,6003000
"2014-04-25",54.330002,54.369999,52.41,52.799999,5321300
"2014-04-28",53.040001,53.130001,48.279999,49.130001,17648300
"2014-04-29",49.23,51.310001,48.18,50.759998,10347900
"2014-04-30",50.599998,51.740002,49.830002,51.650002,6857500
"2014-05-01",51.900002,53.68,51.790001,52.080002,6405200
"2014-05-02",52.080002,53.040001,51.619999,52.439999,6515700
"2014-05-05",52.970001,53.830002,52,53.650002,7025800
"2014-05-06",53.18,53.709999,51.66,51.779999,6947000
"2014-05-07",51.709999,51.799999,49.18,50.43,9039300
"2014-05-08",50.220001,52.080002,49.57,50.150002,6499300
"2014-05-09",49.990002,50.75,49.32,50.279999,5307000
"2014-05-12",50.900002,53.650002,50.849998,53.43,6558300
"2014-05-13",53.860001,54.209999,52.200001,52.279999,5321200
"2014-05-14",52.029999,53.02,51.720001,51.880001,3277300
"2014-05-15",52.25,52.299999,50.599998,51.419998,4762400
"2014-05-16",51.599998,51.93,50.490002,51.799999,4646100
"2014-05-19",51.950001,53.43,51.66,53.23,4816200
"2014-05-20",53.82,54.150002,52.389999,52.889999,10653800
"2014-05-21",52.599998,53,49.619999,50.189999,20536600
"2014-05-22",50.290001,54.25,49.93,53.27,13735500
"2014-05-23",52.650002,53.66,52.110001,53.41,6646200
"2014-05-27",52.889999,54.610001,52.849998,54.360001,5931300
"2014-05-28",54.150002,54.360001,53.34,53.34,5945800
"2014-05-29",53.119999,54.959999,53.040001,54.400002,6813000
"2014-05-30",55.5,55.540001,52.48,52.630001,9683400
"2014-06-02",52.630001,52.849998,51.639999,52.380001,4070400
"2014-06-03",51.93,52.150002,50.91,50.950001,5793700
"2014-06-04",50.630001,51.52,50.209999,51.07,4712800
"2014-06-05",51.470001,51.779999,50.75,51.369999,5410000
"2014-06-06",51.740002,52.290001,51.59,51.799999,3153900
"2014-06-09",51.810001,52.09,51.139999,51.709999,3931400
"2014-06-10",51.599998,53.200001,51.599998,53.060001,6589800
"2014-06-11",52.689999,53.610001,52.5,53.310001,4151400
"2014-06-12",53.169998,53.57,52.630001,53.040001,3626800
"2014-06-13",53.130001,54.389999,52.75,54.310001,5127700
"2014-06-16",53.16,54.73,52.52,54.610001,6994100
"2014-06-17",54.299999,58,54.25,57.82,13418900
"2014-06-18",57.59,57.939999,56.740002,57.759998,6043400
"2014-06-19",57.970001,58.619999,57.509998,57.880001,4735800
"2014-06-20",57.970001,57.970001,57.009998,57.509998,5955600
"2014-06-23",57.450001,58.23,56.75,58,3897100
"2014-06-24",58.09,58.220001,57.080002,57.459999,7784300
"2014-06-25",57.110001,57.68,56.630001,57.41,3233100
"2014-06-26",57.599998,57.98,56.889999,57.169998,3048800
"2014-06-27",56.93,57.59,56.919998,57.380001,3288100
"2014-06-30",57.349998,58.630001,57.349998,58.080002,5393200
"2014-07-01",58.240002,59.490002,58.169998,59.200001,5288500
"2014-07-02",59.169998,59.48,58.669998,58.91,3621800
"2014-07-03",59,59.080002,57.959999,58.759998,2415000
"2014-07-07",58.720001,58.720001,57.189999,57.34,4332400
"2014-07-08",57.34,57.34,54.07,54.889999,9256400
"2014-07-09",55.099998,55.470001,54.18,54.599998,4227400
"2014-07-10",53.41,55.040001,53.299999,54.299999,4437400
"2014-07-11",54.5,54.790001,53.75,54.209999,2521500
"2014-07-14",54.689999,55.200001,54.040001,54.73,3004800
"2014-07-15",54.77,54.959999,53.16,53.740002,4646700
"2014-07-16",53.990002,54.25,53.68,53.950001,2537400
"2014-07-17",53.619999,54.279999,52.48,52.639999,4800100
"2014-07-18",52.98,54.27,52.720001,53.5,3597800
"2014-07-21",53.25,53.48,52.580002,53.32,2662700
"2014-07-22",53.529999,54,53.41,53.599998,2991500
"2014-07-23",53.959999,53.970001,53.18,53.599998,3209400
"2014-07-24",53.700001,54.709999,53.669998,54.060001,3122800
"2014-07-25",53.889999,55.369999,53.59,54.889999,4911200
"2014-07-28",54.740002,55.200001,53.860001,54,4017700
"2014-07-29",54.259998,55.16,53.639999,54.830002,3704400
"2014-07-30",55.09,56.490002,55.040001,56.25,3881200
"2014-07-31",55.68,55.91,54.150002,54.25,4291100
"2014-08-01",54.330002,54.75,52.91,53.48,4311800
"2014-08-04",53.889999,55.150002,53.779999,54.900002,3499900
"2014-08-05",54.619999,55.330002,54.029999,54.299999,3379200
"2014-08-06",54.099998,54.919998,53.560001,53.889999,2606600
"2014-08-07",54.169998,54.740002,53.360001,53.75,2754000
"2014-08-08",53.91,54.540001,53.529999,54.439999,2516700
"2014-08-11",54.68,55.18,54.459999,54.869999,2573500
"2014-08-12",54.389999,54.490002,52.5,52.75,6298600
"2014-08-13",53.029999,53.490002,52.740002,52.82,4714700
"2014-08-14",53.150002,53.75,52.82,53.509998,4855700
"2014-08-15",53.84,54.049999,53.02,53.630001,4697000
"2014-08-18",54.110001,54.630001,53.900002,54.380001,4757300
"2014-08-19",54.529999,55.209999,54.43,54.959999,4713500
"2014-08-20",55.380001,55.560001,54.639999,55.389999,5057600
"2014-08-21",55.650002,56.049999,54.889999,55.709999,9544200
"2014-08-22",57.889999,61.009998,57.77,59.799999,25342200
"2014-08-25",59.34,59.689999,58.540001,59.23,7388400
"2014-08-26",58.810001,59.860001,58.380001,59.639999,5760900
"2014-08-27",59.419998,60.599998,59.32,59.580002,5347600
"2014-08-28",58.150002,59.029999,57.799999,58.290001,5848400
"2014-08-29",58.060001,59.889999,57.93,59.09,5603900
"2014-09-02",59.200001,60.110001,59.110001,59.849998,5268100
"2014-09-03",60.009998,60.369999,58.830002,59.029999,3935200
"2014-09-04",59.18,59.869999,58.849998,59.080002,4244200
"2014-09-05",58.970001,59.889999,58.75,59.810001,2789700
"2014-09-08",59.82,61,59.77,60.360001,3976900
"2014-09-09",60.5,60.93,59.580002,59.66,4419500
"2014-09-10",59.810001,60.720001,59.509998,60.700001,2744000
"2014-09-11",60.389999,61.439999,60.119999,61.209999,4437000
"2014-09-12",60.91,61.049999,59.060001,59.25,5814000
"2014-09-15",59.150002,59.150002,56.830002,57.57,5678500
"2014-09-16",57.459999,57.950001,57.02,57.610001,4062100
"2014-09-17",57.459999,58.060001,56.990002,57.450001,4674700
"2014-09-18",57.900002,57.93,57.189999,57.66,3573200
"2014-09-19",58.32,58.799999,57.73,58.240002,6455500
"2014-09-22",58.049999,58.23,56.599998,57.32,5440900
"2014-09-23",57.18,57.799999,56.799999,56.810001,4010800
"2014-09-24",56.950001,57.84,56.599998,57.66,4153700
"2014-09-25",57.560001,57.779999,55.799999,55.919998,4901400
"2014-09-26",56.009998,56.68,55.830002,56.560001,2830800
"2014-09-29",55.560001,57.389999,55.290001,57.23,4540800
"2014-09-30",57.169998,57.68,56.709999,57.529999,3922200
"2014-10-01",57.290001,57.369999,56.389999,56.73,4546700
"2014-10-02",56.41,57.099998,56.200001,56.639999,4604400
"2014-10-03",57.630001,58.560001,57.490002,58.459999,5317700
"2014-10-06",58.959999,59.09,57.73,58.299999,3295100
"2014-10-07",57.91,58.130001,56.880001,56.91,2470800
"2014-10-08",57,58.060001,55.950001,57.900002,3417000
"2014-10-09",57.75,59.400002,56.919998,57.130001,5436800
"2014-10-10",57.07,57.889999,54.759998,54.77,5873000
"2014-10-13",54.75,54.98,52.700001,53.23,5442200
"2014-10-14",53.919998,54.290001,52.419998,52.720001,5739700
"2014-10-15",51.950001,53.400002,51.040001,53.09,7010000
"2014-10-16",51.970001,54.220001,51.689999,53.869999,5464200
"2014-10-17",54.740002,56.279999,54.66,55.630001,5410300
"2014-10-20",54.75,56.380001,54.689999,56.029999,3805600
"2014-10-21",56.400002,57.450001,56.029999,57.240002,4283700
"2014-10-22",56.77,57.189999,56.009998,56.25,3960500
"2014-10-23",56.830002,58.93,56.799999,57.880001,5139900
"2014-10-24",57.950001,59.68,57.799999,59.57,4268000
"2014-10-27",59.369999,59.369999,58.41,59.110001,2850900
"2014-10-28",59.970001,61.720001,59.860001,61.529999,6107900
"2014-10-29",61.18,61.299999,60.360001,60.970001,3781600
"2014-10-30",60.599998,61.869999,60.220001,61.720001,2935100
"2014-10-31",62.990002,64.599998,62.939999,63.990002,7418900
"2014-11-03",63.919998,64.5,63.43,63.59,3815600
"2014-11-04",63.439999,63.959999,62.990002,63.57,2655100
"2014-11-05",63.970001,64.010002,61.59,61.91,4971200
"2014-11-06",62.080002,63.450001,61.880001,63.09,3994200
"2014-11-07",63.610001,64.639999,63.450001,63.970001,3639500
"2014-11-10",64.050003,64.540001,63.130001,64.449997,2566000
"2014-11-11",64.449997,64.739998,63.450001,64.059998,2026800
"2014-11-12",63.790001,63.93,63.259998,63.77,2364200
"2014-11-13",64,64.220001,62.73,63.16,3025400
"2014-11-14",63.189999,63.93,62.380001,63.91,3150500
"2014-11-17",63.73,64.099998,62.450001,62.509998,3334100
"2014-11-18",62.509998,63.32,62.16,62.470001,4129800
"2014-11-19",62.18,62.209999,60.450001,61.02,7256300
"2014-11-20",59.43,59.68,57.810001,58.299999,15530100
"2014-11-21",58.889999,59.580002,57.66,58.189999,10342800
